Time (s),Total A4 (uM),Total B4 (uM)
9.5,903.6,906.4000000000001
9.55,920.6,921.6
9.6,928.6,933.9000000000001
9.65,941.9000000000001,940.8000000000001
9.7,952.3000000000001,956.7
9.75,957.8000000000001,964.8000000000001
9.8,975.7,976.8000000000001
9.85,1002.1,1007.1
9.9,1043.7,1030.5
9.95,1066.1000000000001,1050.5
10.0,1073.1000000000001,1080.4
