Time (s),Total A4 (uM),Total B4 (uM)
6.7,455.70000000000005,457.8
6.75,451.1,449.70000000000005
6.8,466.3,473.8
6.85,488.20000000000005,487.8
6.9,510.8,503.3
6.95,524.3000000000001,525.3000000000001
7.0,523.8000000000001,523.0
7.05,547.5,546.1
7.1,558.3000000000001,557.3000000000001
7.15,560.0,555.2
7.2,565.0,567.0
7.25,575.9,573.3000000000001
7.3,594.0,581.8000000000001
7.35,600.6,598.3000000000001
7.4,601.8000000000001,601.8000000000001
7.45,617.7,619.5
7.5,631.0,632.0
7.55,627.4000000000001,626.7
7.6,642.1,638.4000000000001
7.65,655.9000000000001,647.7
7.7,664.6,660.0
7.75,651.7,664.2
7.8,657.1,657.3000000000001
7.85,671.0,661.4000000000001
7.9,669.7,668.4000000000001
7.95,666.5,673.3000000000001
8.0,674.1,677.4000000000001
8.05,680.4000000000001,690.8000000000001
8.1,696.3000000000001,693.5
8.15,702.2,702.6
8.2,728.8000000000001,720.7
8.25,729.4000000000001,736.3000000000001
8.3,732.9000000000001,727.7
8.35,729.4000000000001,731.0
8.4,741.6,743.7
8.45,755.0,762.2
8.5,766.4000000000001,762.1
8.55,772.2,773.8000000000001
8.6,764.6,774.9000000000001
8.65,798.9000000000001,791.1
8.7,815.2,814.3000000000001
8.75,831.6,822.9000000000001
8.8,832.8000000000001,831.3000000000001
8.85,835.7,841.2
8.9,843.0,834.6
8.95,841.3000000000001,836.3000000000001
9.0,837.4000000000001,832.4000000000001
9.05,839.0,837.6
9.1,862.3000000000001,863.0
9.15,877.5,867.6
9.2,899.6,897.2
9.25,912.8000000000001,909.7
9.3,915.4000000000001,906.2
9.35,925.8000000000001,925.5
9.4,928.3000000000001,924.6
9.45,955.0,953.9000000000001
9.5,966.1,972.5
9.55,975.6,966.1
9.6,993.6,997.5
9.65,1011.2,1013.1
9.7,1016.9000000000001,1018.6
9.75,1050.2,1045.7
9.8,1075.2,1068.9
9.85,1085.3,1074.4
9.9,1098.7,1102.5
9.95,1118.8,1120.7
10.0,1109.4,1116.0
