Time (s),Total A4 (uM),Total B4 (uM)
6.65,606.4,613.2
6.7,603.4,608.9
6.75,611.5,609.3000000000001
6.8,618.2,618.3000000000001
6.85,609.5,620.9000000000001
6.9,626.5,630.6
6.95,629.3000000000001,633.0
7.0,659.9000000000001,659.4000000000001
7.05,685.1,684.2
7.1,680.8000000000001,675.5
7.15,680.8000000000001,683.2
7.2,690.8000000000001,690.2
7.25,711.8000000000001,707.8000000000001
7.3,721.3000000000001,723.2
7.35,731.1,730.4000000000001
7.4,731.3000000000001,734.9000000000001
7.45,745.6,740.3000000000001
7.5,760.4000000000001,753.3000000000001
7.55,762.3000000000001,765.9000000000001
7.6,771.5,771.9000000000001
7.65,792.7,791.1
7.7,806.8000000000001,806.4000000000001
7.75,828.6,829.0
7.8,834.1,830.7
7.85,840.1,851.4000000000001
7.9,852.3000000000001,858.2
7.95,858.9000000000001,863.0
8.0,861.8000000000001,868.0
8.05,887.6,891.4000000000001
8.1,898.7,893.6
8.15,903.3000000000001,897.0
8.2,908.2,903.5
8.25,911.4000000000001,907.7
8.3,930.5,923.1
8.35,952.2,948.0
8.4,949.1,947.2
8.45,977.6,974.4000000000001
8.5,991.0,986.9000000000001
8.55,993.0,989.1
8.6,1014.6,1009.0
8.65,1050.5,1046.3
8.7,1056.9,1055.6000000000001
8.75,1071.3,1069.5
8.8,1092.5,1091.3
8.85,1099.4,1098.7
8.9,1116.2,1115.9
8.95,1146.7,1144.7
9.0,1157.8,1153.8
9.05,1189.7,1185.2
9.1,1206.0,1192.3
9.15,1210.8,1219.9
9.2,1214.5,1208.8
9.25,1245.7,1240.2
9.3,1258.8000000000002,1259.5
9.35,1282.5,1282.5
9.4,1269.7,1266.8000000000002
9.45,1280.8000000000002,1276.3000000000002
9.5,1290.4,1291.2
9.55,1299.2,1291.7
9.6,1303.9,1300.6000000000001
9.65,1331.4,1337.7
9.7,1341.1000000000001,1345.4
9.75,1365.3000000000002,1366.4
9.8,1384.0,1387.4
9.85,1400.5,1392.7
9.9,1399.5,1409.4
9.95,1416.0,1422.7
10.0,1410.8000000000002,1412.7
